1,1,48.7,59.12,126.38000000000001,59.65,1,1,1.0
1,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
1,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
2,1,28.48,57.1,126.38000000000001,59.63999999999999,1,1,1.0
2,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
2,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
3,1,13.32,52.04,126.37,59.65,1,1,1.0
3,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
3,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
4,1,0.0,48.0,116.4,59.64,1,1,1.0
4,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
4,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
5,1,0.0,45.97,93.15,59.650000000000006,1,1,1.0
5,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
5,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
6,1,0.0,42.94,76.97,59.650000000000006,1,1,1.0
6,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
6,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
7,1,0.0,38.9,60.8,59.64000000000001,1,1,1.0
7,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
7,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
8,1,0.0,38.9,42.6,59.64000000000001,1,1,1.0
8,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
8,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
9,1,0.0,37.88,29.46,59.65,1,1,1.0
9,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
9,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
10,1,0.0,36.87,16.31,59.65,1,1,1.0
10,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
10,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
10,4,914.12,176.39,45.49000000000001,104.13999999999999,1,1,1.0
11,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
11,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
11,4,868.6,176.39,91.00999999999999,94.00999999999999,1,1,1.0
12,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
12,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
12,4,819.1,176.39,140.51,94.00999999999999,1,1,1.0
13,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
13,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
13,4,775.62,155.2,184.38,111.16000000000003,1,1,1.0
14,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
14,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
14,4,728.1,146.1,231.89999999999998,124.29999999999998,1,1,1.0
14,5,0.18,169.32,17.18,51.56,1,1,1.0
15,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
15,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
15,4,696.8,142.1,263.20000000000005,128.29999999999998,1,1,1.0
15,5,0.18,158.2,33.32,80.9,1,1,1.0
16,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
16,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
16,4,652.3,132.0,283.4000000000001,121.21000000000001,1,1,1.0
16,5,0.18,158.2,50.52,94.0,1,1,1.0
17,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
17,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
17,4,608.83,118.86,283.4,121.21,1,1,1.0
17,5,0.18,158.2,75.82,113.19999999999999,1,1,1.0
18,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
18,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
18,4,579.51,111.78,263.09000000000003,121.21000000000001,1,1,1.0
18,5,0.18,158.2,96.02,123.30000000000001,1,1,1.0
19,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
19,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
19,4,540.08,108.75,263.0899999999999,121.21000000000001,1,1,1.0
19,5,0.18,172.4,119.32,123.29999999999998,1,1,1.0
20,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
20,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
20,4,513.79,100.66,250.96000000000004,121.21000000000001,1,1,1.0
20,5,0.18,179.5,146.62,127.30000000000001,1,1,1.0
21,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
21,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
21,4,478.41,96.62,240.88999999999993,121.21000000000001,1,1,1.0
21,5,0.18,185.6,171.92,135.4,1,1,1.0
22,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
22,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
22,4,452.12,93.58,228.77999999999997,121.22000000000001,1,1,1.0
22,5,0.18,193.7,200.22,142.5,1,1,1.0
23,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
23,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
23,4,420.78,80.44,228.77999999999997,121.21000000000001,1,1,1.0
23,5,11.3,200.8,220.39999999999998,153.59999999999997,1,1,1.0
24,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
24,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
24,4,400.55,89.54,204.50999999999993,92.92,1,1,1.0
24,5,30.51,207.88,231.49,162.72000000000003,1,1,1.0
25,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
25,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
25,4,370.22,82.46,204.51,92.92999999999999,1,1,1.0
25,5,55.78,219.0,246.61999999999998,168.8,1,1,1.0
26,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
26,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
26,4,344.94,75.38,204.51000000000005,92.93,1,1,1.0
26,5,80.05,232.14,262.75,183.96000000000004,1,1,1.0
27,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
27,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
27,4,321.69,73.36,196.41000000000003,92.92999999999999,1,1,1.0
27,5,106.33,241.24,284.97,194.06,1,1,1.0
28,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
28,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
28,4,309.56,72.35,177.14,82.85,1,1,1.0
28,5,135.65,250.34,315.25,207.16,1,1,1.0
29,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
29,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
29,4,287.31,66.28,177.14999999999998,82.85,1,1,1.0
29,5,172.0,270.6,328.4,212.2,1,1,1.0
29,6,911.08,176.39,48.91999999999996,82.91000000000003,1,1,1.0
30,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
30,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
30,4,263.05,62.24,177.14,82.85,1,1,1.0
30,5,205.36,285.76,354.64,230.44000000000005,1,1,1.0
30,6,862.56,161.23,97.44000000000005,89.97,1,1,1.0
31,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
31,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
31,4,239.8,59.21,177.14,82.85,1,1,1.0
31,5,249.85,299.92,382.94999999999993,240.07999999999998,1,1,1.0
31,6,811.0,137.0,149.0,114.19999999999999,1,1,1.0
32,2,312.57,0.0,400.35999999999996,115.73,1,1,1.0
32,3,92.18,0.0,227.46999999999997,64.17,1,1,1.0
32,4,231.71,63.25,156.89000000000001,69.75,1,1,1.0
32,5,291.3,324.18,403.2,215.82,1,1,1.0
